0.000,6,0,8388608,143825,1.978,-1
0.556,1,0,8388608,147920,2.011,-1
1.353,2,1,8388608,132314,2.023,-1
2.414,3,0,8388608,176151,2.534,-1
3.510,4,0,8388608,152920,3.605,-1
4.215,3,0,8388608,173245,4.414,-1
4.786,7,1,8388608,109569,5.243,-1
5.880,5,0,8388608,148049,5.965,-1
6.975,3,1,8388608,176172,7.040,-1
7.902,4,0,8388608,167061,7.972,-1
8.752,4,0,8388608,134213,8.845,-1
9.556,5,0,8388608,110605,9.632,-1
10.383,6,1,8388608,180372,10.521,-1
11.198,286,0,8388608,116897,11.323,-1
12.244,6,1,8388608,113687,12.327,-1
13.322,4,1,8388608,191777,13.392,-1
14.290,4,1,8388608,198679,14.357,-1
14.793,3,1,8388608,129018,14.857,-1
15.847,3,1,8388608,197876,15.911,-1
16.744,2,1,8388608,111062,16.809,-1
17.813,2,0,8388608,125044,17.877,-1
18.858,5,0,8388608,131717,18.937,-1
19.388,13,0,8388608,154501,19.470,-1
20.464,3,0,8388608,104450,20.545,-1
20.972,3,1,8388608,127747,21.195,-1
21.651,3,0,8388608,168431,21.715,-1
22.250,4,1,8388608,146533,22.322,-1
22.842,3,0,8388608,135406,22.913,-1
23.863,3,1,8388608,183253,23.938,-1
24.542,4,0,8388608,153230,24.630,-1
25.451,10,0,8388608,134639,25.551,-1
26.253,6,0,8388608,150596,26.335,-1
26.760,3,0,8388608,113079,26.836,-1
27.527,36,0,8388608,146534,27.614,-1
28.556,9,0,8388608,159610,28.661,-1
29.475,4,0,8388608,122483,29.559,-1
30.455,7,0,8388608,123658,30.529,-1
31.363,3,1,8388608,198557,31.432,-1
32.261,3,0,8388608,105922,32.330,-1
33.139,2,1,8388608,111930,33.204,-1
33.671,2,0,8388608,104599,33.740,-1
34.412,3,0,8388608,179758,34.520,-1
35.433,7,0,8388608,119804,35.602,-1
36.353,6,0,8388608,190163,36.437,-1
37.379,5,1,8388608,139615,37.463,-1
38.459,5,1,8388608,105837,38.540,-1
39.314,2,0,8388608,102362,39.381,-1
40.120,4,0,8388608,188229,40.210,-1
40.783,3,1,8388608,131274,40.852,-1
41.389,2,1,8388608,115199,41.463,-1
42.469,11,1,8388608,140301,42.587,-1
43.084,4,1,8388608,147271,43.852,-1
43.709,1,0,8388608,188621,43.880,-1
44.543,4,1,8388608,189724,44.719,-1
45.488,3,1,8388608,192964,45.566,-1
46.473,4,1,8388608,104890,46.596,-1
47.132,2,0,8388608,198693,47.186,-1
47.763,2,1,8388608,144623,47.804,-1
48.458,3,0,8388608,149656,48.533,-1
49.197,3,0,8388608,144856,49.263,-1
50.151,5,1,8388608,173893,50.314,-1
50.974,3,0,8388608,184670,51.069,-1
52.019,8,1,8388608,128408,52.360,-1
52.603,3,1,8388608,197463,52.679,-1
53.174,5,0,8388608,110520,53.692,-1
53.989,5,0,8388608,103593,54.075,-1
55.038,7,1,8388608,168527,55.129,-1
55.630,4,0,8388608,154542,55.709,-1
56.191,3,1,8388608,147164,56.270,-1
57.057,4,0,8388608,126590,57.138,-1
57.913,3,0,8388608,176381,58.083,-1
58.522,3,1,8388608,177993,58.603,-1
59.841,9,1,8388608,149546,59.978,-1
60.498,5,1,8388608,118452,63.696,-1
63.718,5,0,8388608,174814,63.783,-1
61.370,2,1,8388608,155487,63.824,-1
62.415,1,0,8388608,121334,63.836,-1
63.023,2,1,8388608,132031,63.856,-1
64.524,4,1,8388608,123487,64.605,-1
65.609,4,1,8388608,195462,65.686,-1
59.274,6398,1,8388608,110080,59.367,1048576
66.459,5,0,8388608,167856,66.528,-1
67.458,3,0,8388608,193305,67.539,-1
67.964,4,0,8388608,152263,68.047,-1
68.864,9,1,8388608,158048,68.965,-1
69.563,5,0,8388608,107887,69.663,-1
70.265,4,1,8388608,107992,70.340,-1
71.361,7,0,8388608,148645,71.445,-1
72.219,3,0,8388608,190648,72.291,-1
73.197,6,0,8388608,142453,73.278,-1
73.890,3,0,8388608,148966,73.960,-1
74.563,4,1,8388608,148044,74.639,-1
75.194,10,1,8388608,151654,75.311,-1
75.857,19,0,8388608,173513,75.953,-1
76.557,5,1,8388608,134880,76.669,-1
77.329,7,0,8388608,122144,79.503,-1
78.040,3,0,8388608,184131,79.567,-1
79.425,2,1,8388608,103580,79.590,-1
78.689,2,0,8388608,188448,79.610,-1
80.289,3,0,8388608,108328,80.360,-1
80.913,2,1,8388608,133135,80.980,-1
81.933,4,1,8388608,113146,82.017,-1
82.801,4,0,8388608,163431,82.874,-1
83.326,4,0,8388608,188146,83.399,-1
83.888,4,1,8388608,127163,83.970,-1
84.831,7,1,8388608,163358,85.439,-1
85.417,3,0,8388608,121750,85.486,-1
86.093,5,0,8388608,149592,86.206,-1
86.651,10,1,8388608,136632,88.390,-1
87.176,1,1,8388608,123265,88.471,-1
87.996,3,0,8388608,115595,88.547,-1
88.541,1,1,8388608,189434,88.603,-1
89.419,5,0,8388608,116889,89.493,-1
89.984,2,1,8388608,177971,90.056,-1
90.582,3,0,8388608,139592,90.692,-1
91.615,9,0,8388608,187809,91.718,-1
92.512,8,1,8388608,111600,92.612,-1
93.348,4,1,8388608,123978,93.427,-1
94.107,6,0,8388608,163209,95.838,-1
94.667,1,1,8388608,192163,95.850,-1
95.429,1,1,8388608,137394,95.854,-1
