0.000,2,0,8388608,143825,0.154,-1
0.556,3,0,8388608,147920,1.124,-1
1.353,7,1,8388608,132314,1.604,-1
2.414,293,0,8388608,176151,2.584,-1
3.510,4,0,8388608,152920,3.589,-1
4.215,8,0,8388608,173245,4.831,-1
4.786,4,1,8388608,109569,5.439,-1
5.880,3,0,8388608,148049,5.957,-1
6.975,6,1,8388608,176172,7.383,-1
7.902,4,0,8388608,167061,7.986,-1
8.752,4,0,8388608,134213,8.826,-1
9.556,3,0,8388608,110605,9.950,-1
10.383,3,1,8388608,180372,10.908,-1
11.198,2,0,8388608,116897,11.289,-1
12.244,4,1,8388608,113687,12.562,-1
13.322,3,1,8388608,191777,13.626,-1
14.290,4,1,8388608,198679,14.410,-1
14.793,4,1,8388608,129018,14.864,-1
15.847,3,1,8388608,197876,15.916,-1
16.744,3,1,8388608,111062,17.597,-1
18.858,9,0,8388608,131717,18.939,-1
19.388,3,0,8388608,154501,20.307,-1
20.464,3,0,8388608,104450,20.546,-1
20.972,3,1,8388608,127747,21.147,-1
21.651,4,0,8388608,168431,21.722,-1
22.250,4,1,8388608,146533,22.359,-1
17.813,4,0,8388608,125044,22.954,-1
22.842,1,0,8388608,135406,23.012,-1
23.863,3,1,8388608,183253,24.731,-1
25.451,8,0,8388608,134639,25.560,-1
24.542,4,0,8388608,153230,26.466,-1
26.760,4,0,8388608,113079,26.862,-1
26.253,4,0,8388608,150596,27.110,-1
27.527,3,0,8388608,146534,27.598,-1
28.556,3,0,8388608,159610,28.800,-1
29.475,6,0,8388608,122483,29.626,-1
30.455,6,0,8388608,123658,30.543,-1
31.363,5,1,8388608,198557,31.650,-1
33.139,3,1,8388608,111930,33.216,-1
33.671,4,0,8388608,104599,33.737,-1
34.412,4,0,8388608,179758,34.530,-1
36.353,6,0,8388608,190163,36.943,-1
37.379,5,1,8388608,139615,37.556,-1
32.261,9,0,8388608,105922,38.773,-1
35.433,1,0,8388608,119804,38.812,-1
38.459,2,1,8388608,105837,38.849,-1
39.314,4,0,8388608,102362,39.392,-1
40.120,5,0,8388608,188229,41.223,-1
40.783,4,1,8388608,131274,41.367,-1
41.389,5,1,8388608,115199,41.760,-1
42.469,4,1,8388608,140301,42.577,-1
43.084,3,1,8388608,147271,43.158,-1
43.709,3,0,8388608,188621,43.781,-1
44.543,3,1,8388608,189724,44.593,-1
45.488,4,1,8388608,192964,45.582,-1
46.473,3,1,8388608,104890,46.540,-1
47.132,3,0,8388608,198693,47.230,-1
47.763,2,1,8388608,144623,47.833,-1
48.458,2,0,8388608,149656,48.591,-1
49.197,4,0,8388608,144856,49.406,-1
50.151,5,1,8388608,173893,50.227,-1
50.974,4,0,8388608,184670,51.148,-1
52.019,5,1,8388608,128408,52.097,-1
53.174,9,0,8388608,110520,53.374,-1
53.989,5,0,8388608,103593,54.158,-1
52.603,3,1,8388608,197463,54.948,-1
55.038,3,1,8388608,168527,55.114,-1
55.630,2,0,8388608,154542,55.692,-1
56.191,3,1,8388608,147164,56.258,-1
57.057,3,0,8388608,126590,57.124,-1
57.913,14,0,8388608,176381,58.387,-1
58.522,7,1,8388608,177993,58.724,-1
59.841,7,1,8388608,149546,61.930,-1
60.498,1,1,8388608,118452,61.990,-1
63.718,8,0,8388608,174814,63.804,-1
64.524,4,1,8388608,123487,64.791,-1
62.415,2,0,8388608,121334,64.829,-1
61.370,1,1,8388608,155487,64.846,-1
63.023,1,1,8388608,132031,64.866,-1
65.609,56,1,8388608,195462,65.679,-1
66.459,3,0,8388608,167856,66.536,-1
67.458,3,0,8388608,193305,68.306,-1
67.964,1,0,8388608,152263,68.334,-1
73.197,18,0,8388608,142453,73.314,-1
73.890,6,0,8388608,148966,73.976,-1
74.563,4,1,8388608,148044,74.636,-1
68.864,3,1,8388608,158048,75.063,-1
72.219,2,0,8388608,190648,75.226,-1
75.194,3,1,8388608,151654,75.267,-1
69.563,2,0,8388608,107887,75.419,-1
70.265,3,1,8388608,107992,75.986,-1
75.857,4,0,8388608,173513,76.003,-1
71.361,13,0,8388608,148645,76.063,-1
76.557,5,1,8388608,134880,76.923,-1
59.274,17985,1,8388608,110080,59.356,1048576
77.329,3,0,8388608,122144,77.395,-1
78.040,4,0,8388608,184131,78.117,-1
78.689,5,0,8388608,188448,78.781,-1
79.425,4,1,8388608,103580,79.497,-1
80.289,4,0,8388608,108328,80.363,-1
80.913,4,1,8388608,133135,80.992,-1
81.933,3,1,8388608,113146,82.017,-1
84.831,5,1,8388608,163358,85.061,-1
85.417,5,0,8388608,121750,85.523,-1
83.326,10,0,8388608,188146,92.944,-1
83.888,3,1,8388608,127163,92.990,-1
82.801,1,0,8388608,163431,93.046,-1
94.667,3,1,8388608,192163,95.212,-1
93.348,2,1,8388608,123978,95.266,-1
86.651,2,1,8388608,136632,95.294,-1
87.176,1,1,8388608,123265,95.316,-1
87.996,2,0,8388608,115595,95.340,-1
91.615,1,0,8388608,187809,95.361,-1
92.512,2,1,8388608,111600,95.409,-1
94.107,2,0,8388608,163209,95.318,-1
86.093,3,0,8388608,149592,95.516,-1
88.541,2,1,8388608,189434,95.361,-1
89.419,3,0,8388608,116889,95.635,-1
89.984,2,1,8388608,177971,95.801,-1
90.582,2,0,8388608,139592,96.075,-1
95.429,2,1,8388608,137394,96.118,-1
96.465,3,0,8388608,185486,96.526,-1
97.278,3,0,8388608,189189,97.384,-1
98.089,2,0,8388608,190819,98.155,-1
99.100,2,1,8388608,156408,99.195,-1
99.602,2,0,8388608,104340,99.674,-1
100.143,4,1,8388608,191152,100.220,-1
101.025,3,0,8388608,125168,101.107,-1
101.534,3,0,8388608,150756,101.676,-1
102.587,3,0,8388608,129699,102.661,-1
103.179,3,0,8388608,163130,103.250,-1
104.233,4,1,8388608,146007,104.314,-1
105.332,3,1,8388608,144377,105.403,-1
106.407,5,0,8388608,192678,106.865,-1
107.348,3,1,8388608,107924,107.485,-1
108.044,4,1,8388608,199186,108.121,-1
108.863,8,1,8388608,162477,108.984,-1
109.932,10,0,8388608,159496,110.018,-1
110.485,3,1,8388608,170359,111.019,-1
111.509,4,0,8388608,194195,111.639,-1
114.851,5,1,8388608,180757,115.350,-1
114.190,2,1,8388608,111845,115.584,-1
113.554,2,0,8388608,101412,115.608,-1
112.115,3,1,8388608,171309,115.744,-1
112.800,2,0,8388608,110523,115.765,-1
116.903,3,1,8388608,188126,117.028,-1
117.884,10,0,8388608,182669,118.014,-1
115.524,5,0,8388608,146248,118.892,-1
116.328,2,0,8388608,139768,118.925,-1
118.840,3,0,8388608,178436,118.926,-1
119.920,4,1,8388608,117069,120.369,-1
120.863,4,1,8388608,143009,120.973,-1
121.513,3,0,8388608,103596,121.590,-1
122.338,2,1,8388608,186122,122.410,-1
123.377,3,1,8388608,199896,123.456,-1
124.292,4,0,8388608,160052,124.750,-1
124.876,4,0,8388608,119870,125.006,-1
125.975,4,1,8388608,135576,126.058,-1
126.923,4,1,8388608,143567,127.016,-1
127.931,4,1,8388608,196909,128.007,-1
135.510,3,1,8388608,135502,136.265,-1
136.229,1,1,8388608,137816,136.305,-1
134.774,2,0,8388608,102287,136.667,-1
130.585,4,0,8388608,180690,137.148,-1
131.491,1,0,8388608,105048,137.177,-1
128.666,2,0,8388608,123425,137.267,-1
132.316,1,0,8388608,106796,137.292,-1
129.700,1,1,8388608,194924,137.313,-1
133.992,2,0,8388608,166628,137.378,-1
137.311,3,1,8388608,136267,137.394,-1
133.349,1,0,8388608,118317,137.400,-1
137.926,3,1,8388608,104070,138.035,-1
138.738,2,1,8388608,115085,138.799,-1
139.454,3,1,8388608,108436,139.532,-1
140.149,4,0,8388608,168593,140.376,-1
140.724,4,1,8388608,132294,140.801,-1
141.509,9,1,8388608,147915,141.602,-1
142.314,5,1,8388608,119603,142.388,-1
143.726,4,0,8388608,126889,143.806,-1
144.241,5,1,8388608,189942,147.858,-1
142.831,2,1,8388608,106188,148.067,-1
146.257,7,0,8388608,164471,153.008,-1
153.408,6,1,8388608,194349,154.194,-1
150.301,1,0,8388608,128777,154.246,-1
147.332,3,0,8388608,122064,154.432,-1
149.308,2,1,8388608,177234,154.460,-1
150.942,2,1,8388608,130325,154.674,-1
151.609,3,1,8388608,144065,155.029,-1
152.581,2,1,8388608,138556,155.057,-1
154.944,2,0,8388608,186476,155.088,-1
145.277,3,0,8388608,106660,155.258,-1
154.030,2,1,8388608,138921,155.289,-1
148.349,1,1,8388608,190273,155.311,-1
155.460,3,0,8388608,175670,155.530,-1
156.533,11,1,8388608,157316,157.835,-1
157.135,6,0,8388608,124156,158.422,-1
158.200,2,0,8388608,146660,158.491,-1
159.016,3,1,8388608,137523,159.166,-1
159.800,6,1,8388608,197076,159.909,-1
160.383,6,0,8388608,147145,160.467,-1
169.826,4,0,8388608,163782,171.689,-1
170.617,3,0,8388608,174426,171.792,-1
161.976,2,1,8388608,195239,171.896,-1
161.115,1,1,8388608,184983,171.918,-1
163.767,2,0,8388608,198287,172.088,-1
162.885,2,0,8388608,117977,172.130,-1
165.157,2,1,8388608,166798,172.187,-1
164.535,2,0,8388608,130289,172.282,-1
166.505,1,0,8388608,126007,172.303,-1
165.788,1,0,8388608,194694,172.323,-1
167.438,2,0,8388608,186333,172.343,-1
168.210,3,0,8388608,164956,172.462,-1
169.232,3,0,8388608,127453,172.581,-1
171.712,2,0,8388608,124153,172.608,-1
172.757,2,0,8388608,103426,172.838,-1
173.733,7,0,8388608,184177,173.811,-1
174.647,8,1,8388608,116483,174.896,-1
175.371,7,0,8388608,162932,175.470,-1
176.178,4,0,8388608,102766,176.250,-1
177.990,5,1,8388608,136061,178.130,-1
176.903,11,1,8388608,112447,181.719,-1
180.645,3,1,8388608,113033,182.155,-1
181.307,2,0,8388608,108602,182.183,-1
178.915,5,0,8388608,104497,188.214,-1
185.945,3,0,8388608,135038,188.303,-1
184.087,1,1,8388608,126329,188.422,-1
183.296,1,1,8388608,144827,188.438,-1
186.938,4,1,8388608,197435,188.496,-1
187.675,2,0,8388608,101332,188.576,-1
180.040,2,0,8388608,134059,188.804,-1
182.329,3,1,8388608,113483,188.995,-1
179.419,3,1,8388608,178686,189.777,-1
188.739,4,0,8388608,167821,190.932,-1
190.997,4,0,8388608,120116,191.804,-1
191.540,4,1,8388608,122627,192.013,-1
192.064,3,1,8388608,131957,192.163,-1
192.754,4,0,8388608,185249,192.870,-1
193.578,7,0,8388608,156700,193.690,-1
194.487,10,0,8388608,168463,194.733,-1
190.099,2,0,8388608,174682,195.316,-1
189.547,2,1,8388608,147084,195.369,-1
185.061,9230,1,8388608,153088,188.365,1048576
199.916,4,1,8388608,158701,199.987,-1
200.926,9,0,8388608,101537,201.052,-1
201.502,12,0,8388608,163073,201.752,-1
202.484,4,1,8388608,184915,204.922,-1
197.401,3,1,8388608,169829,205.063,-1
198.289,2,0,8388608,181504,205.121,-1
204.676,3,1,8388608,156040,205.142,-1
198.916,2,0,8388608,109297,205.177,-1
196.005,2,0,8388608,179115,205.273,-1
196.654,2,1,8388608,126593,205.330,-1
205.396,4,1,8388608,126218,205.489,-1
195.496,3,1,8388608,170026,205.583,-1
203.022,3,0,8388608,151866,205.668,-1
203.843,1,0,8388608,187898,205.691,-1
206.109,4,1,8388608,151797,207.016,-1
207.645,5,0,8388608,185091,207.796,-1
206.614,2,0,8388608,180952,207.935,-1
210.917,5,0,8388608,104872,211.175,-1
211.433,4,1,8388608,103550,211.520,-1
212.224,5,0,8388608,147416,212.316,-1
209.319,7,0,8388608,130122,215.275,-1
208.712,2,1,8388608,158163,215.307,-1
214.552,3,0,8388608,156635,215.421,-1
215.094,2,0,8388608,155046,215.472,-1
210.177,2,1,8388608,158121,215.741,-1
216.136,2,1,8388608,161528,216.216,-1
216.936,4,0,8388608,156863,217.014,-1
217.829,13,0,8388608,131378,218.425,-1
218.399,4,0,8388608,107916,218.627,-1
219.467,5,1,8388608,155307,219.615,-1
220.533,4,1,8388608,193223,220.689,-1
213.440,2,0,8388608,140012,220.765,-1
213.993,15,0,8388608,149412,220.874,-1
212.793,3,0,8388608,142673,221.018,-1
221.617,6,0,8388608,159820,221.838,-1
222.577,3,1,8388608,116504,222.637,-1
225.199,8,1,8388608,183612,225.346,-1
226.459,10,0,8388608,181228,226.731,-1
227.347,5,0,8388608,113254,227.480,-1
227.875,5,1,8388608,191613,227.963,-1
